content	lable
"그림 (가)는 물체 A, B, C를 실 p, q로 연결하고 C를 손으로 잡아 정지시킨 모습을, (나)는 (가)에서 C를 가만히 놓은 순간부터 C의 속력을 시간에 따라 나타낸 것이다. A, C의 질량은 각각 m, 2m이고, p와 q는 각각 2초일 때와 3초일 때 끊어진다"	1
"그림과 같이 종이면에 고정된 무한히 긴 직선 도선 A, B, C에 화살 표 방향으로 같은 세기의 전류가 흐르고 있다. 종이면 위의 점 p, q, r는 각각 A와 B, B와 C, C와 A로 부터 같은 거리만큼 떨어져 있으며, p에서 A의 전류에 의한 자기장의 세기는 B0이다."	5
다음은 장난감 활을 이용한 실험이다.	1
"그림과 같이 관찰자 A가 탄 우주선이 관찰자 B에 대해 광속에 가까운 일정한 속력으로 +x방향으로 운동한다. A의 관성계에서 빛은 광원으로부터 각각 +x방향, -x방향으로 방출된다. 표는 A와 B가 각각 측정했을 때 빛이 광원에서 점 p, q까지 가는 데 걸린 시간을 나타낸 것이다."	3
"그림 (가), (나)와 같이 점전하 A, B, C를 x축상에 고정시키고, 점전하 P를 각각 x=-d와 x=d에 놓았다. (가)와 (나)에서 P가 받는 전기력은 모두 0이다. A는 양(+)전하이고, A와 C는 전하량의 크기가 같다"	4
"그림 (가)와 같이 물체 A, B를 실로 연결하고, A에 연결된 용수철을 원래 길이에서 3L만큼 압축시킨 후 A를 점 p에서 가만히 놓았다. B의 질량은 m이다. 그림 (나)는 (가)에서 A, B가 직선 운동하여 각각 7L만큼 이동한 후 4L만큼 되돌아와 정지한 모습을 나타낸 것이다. A가 구간 p → r, r → q에서 이동할 때, 각 구간에서 마찰에 의해 손실된 역학적 에너지는 각각 7W, 4W이다."	2
"그림 A, B, C는 빛의 성질을 활용한 예를 나타낸 것이다"	6
다음은 두 가지 핵반응이다	3
다음은 물결파에 대한 실험이다	6
"그림은 전자기파에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다"	6
"그림은 보어의 수소 원자 모형에서 양자수 n에 따른 에너지 준위의 일부와 전자의 전이 a, b를 나타낸 것이다. a, b에서 방출되는 빛의 진동수는 각각 fa, fb이다"	4
"그림은 자석의 S극을 물체 A, B에 각각 가져갔을 때 자기장의 모습을 나타낸 것이다. A와 B는 상자성체와 반자성체를 순서 없이 나타낸 것이다"	5
"그림 (가)는 단색광이 이중 슬릿을 지나 금속판에 도달하여 광전자를 방출시키는 실험을, (나)는 (가)의 금속판에서의 위치에 따라 방출된 광전자의 개수를 나타낸 것이다. 점 O, P는 금속판 위의 지점이다"	6
"그림 (가)는 용수철에 자석 A가 매달려 정지해 있는 모습을, (나)는 (가)에서 A 아래에 다른 자석을 놓아 용수철이 (가)에서보다 늘어나 정지해 있는 모습을 나타낸 것이다"	1
"그림 (가)와 같이 마찰이 없는 수평면에서 질량이 40kg인 학생이 질량이 각각 10kg, 20kg인 물체 A, B와 함께 2m/s의 속력으로 등속도 운동한다. 그림 (나)는 (가)에서 학생이 A, B를 동시에 수평 방향으로 0.5초 동안 밀었더니, 학생은 정지하고 A, B는 등속도 운동하는 모습을 나타낸 것이다. (나)에서 운동량의 크기는 B가 A의 8배이다"	1
다음은 p-n 접합 다이오드의 특성을 알아보는 실험이다	4
다음은 빛의 성질을 알아보는 실험이다.	6
"그림과 같이 p-n 접합 발광 다이오드(LED)가 연결된 솔레노이드의 중심축에 마찰이 없는 레일이 있다. a, b, c, d는 레일 위의 지점이다. a에 가만히 놓은 자석은 솔레노이드를 통과하여 d에서 운동 방향이 바뀌고, 자석이 d로부터 내려와 c를 지날 때 LED에서 빛이 방출된다. X는 N극과 S극 중 하나이다."	4
"그림 (가)는 마찰이 없는 수평면에서 물체 A, B가 등속도 운동하는 모습을, (나)는 A와 B 사이의 거리를 시간에 따라 나타낸 것이다. A의 속력은 충돌 전이 2m/s이고, 충돌 후가 1m/s이다. A와 B는 질량이 각각 mA, mB이고 동일 직선상에서 운동한다. 충돌 후 운동량의 크기는 B가 A보다 크다"	1
"그림과 같이 관찰자 A에 대해 관찰자 B가 탄 우주선이 +x방향 으로 광속에 가까운 속력 v로 등속도 운동한다. B의 관성계에서 빛은 광원으로부터 각각 점 p, q, r를 향해 -x, +x, +y방향으로 동시에 방출된다. 표는 A, B의 관성계에서 각각의 경로에 따라 빛이 진행하는 데 걸린 시간을 나타낸 것이다"	3
"그림은 물체 A, B, C를 실 p, q로 연결하여 C를 손으로 잡아 정지시킨 모습을 나타낸 것이다. C를 가만히 놓으면 B는 가속도의 크기 a로 등가속도 운동한다. 이후 p를 끊으면 B는 가속도의 크기 a로 등가속도 운동한다. A, B, C의 질량은 각각 3m, m, 2m이다"	2
"그림과 같이 직선 도로에서 속력 ?로 등속도 운동하는 자동차 A가 기준선 P를 지나는 순간 P에 정지해 있던 자동차 B가 출발한다. B는 P에서 Q까지 등가속도 운동을, Q에서 R까지 등속도 운동을, R에서 S까지 등가속도 운동을 한다. A와 B는 R를 동시에 지나고, S를 동시에 지난다. A, B의 이동 거리는 P와 Q 사이, Q와 R 사이, R와 S 사이가 모두 L로 같다"	1
그림은 열기관에서 일정량의 이상 기체의 상태가 A → B → C → A를 따라 순환하는 동안 기체의 부피와 절대 온도를 나타낸 것이다. A → B 과정에서 기체는 압력이 P0으로 일정 하고 기체가 흡수하는 열량은 Q1이다. B → C 과정에서 기체가 방출하는 열량은 Q2이다	2
"그림과 같이 무한히 긴 직선 도선 A, B, C가 xy평면에 고정되어 있다. A, B, C에는 방향이 일정하고 세기가 각각 I0, IB, 3I0인 전류가 흐르고 있다. A의 전류의 방향은 -x방향이다. 표는 점 P, Q에서 A, B, C의 전류에 의한 자기장의 세기를 나타낸 것이다. P에서 A의 전류에 의한 자기장의 세기는 B0이다"	5
"그림 (가)와 같이 x축상에 점전하 A∼D를 고정하고 양(+)전하인 점전하 P를 옮기며 고정한다. A, B는 전하량이 같은 음(-)전하이고 C, D는 전하량이 같은 양(+)전하이다. 그림 (나)는 P의 위치 x가 0<x<5d인 구간에서 P에 작용하는 전기력을 나타낸 것이다"	4
"그림 (가)와 같이 높이 hA인 평면에서 물체 A로 용수철을 원래 길이에서 d만큼 압축시킨 후 가만히 놓고, 물체 B를 높이 9h인 지점에 가만히 놓으면, A와 B는 수평면에서 서로 같은 속력으로 충돌한다. 충돌 후 그림 (나)와 같이 A는 용수철을 원래 길이에서 최대 2d만큼 압축시키고, B는 높이 h인 지점에서 속력이 0이 된다. A, B는 질량이 각각 m, 2m이고, 면을 따라 운동한다. A는 빗면을 내려갈 때 높이차가 2h인 마찰 구간에서 등속도 운동하고, 마찰 구간을 올라갈 때 손실된 역학적 에너지는 내려갈 때와 같다"	2
"그림은 자석이 냉장고의 철판에는 붙고, 플라스틱판에는 붙지 않는 현상에 대한 학생 A, B, C의 대화를 나타낸 것이다"	5
다음은 간이 발전기에 대한 설명이다	5
다음은 두 가지 핵반응이다.	3
"그림은 전자기파 A, B, C가 사용되는 모습을 나타낸 것이다. A, B, C는 X선, 가시광선, 적외선을 순서 없이 나타낸 것이다."	6
다음은 고체의 전기적 특성을 알아보기 위한 실험이다.	4
"그림은 두 파원에서 진동수가 f인 물결파가 같은 진폭으로 발생하여 중첩되는 모습을 나타낸 것이다. 두 물결파는 점 a에서 는 같은 위상으로, 점 b에서는 반대 위상으로 중첩된다."	6
"그림의 A, B, C는 빛의 파동성, 빛의 입자성, 물질의 파동성을 이용한 예를 순서 없이 나타낸 것이다"	7
"표는 보어의 수소 원자 모형에서 전자가 양자수 n=2로 전이할 때 방출된 빛 A, B, C의 파장을 나타낸 것이다. B는 전자가 n=4에서 n=2로 전이할 때 방출된 빛이다."	4
다음은 충돌에 대한 실험이다	1
"그림과 같이 동일한 단색광이 공기에서 부채꼴 모양의 유리에 수직으로 입사하여 유리와 공기의 경계면의 점 a, b에 각각 도달한다. a에 도달한 단색광은 전반사하여 입사광의 진행 방향에 수직인 방향으로 진행한다."	6
"그림 (가)와 같이 피스톤으로 분리된 실린더의 두 부분에 같 은 양의 동일한 이상 기체 A와 B가 들어 있다. A와 B의 온도와 부피는 서로 같다. 그림 (나)는 (가)의 A에 열량 Q1을 가했더니 피스톤이 천천히 d만큼 이동하여 정지한 모습을, (다)는 (나)의 B에 열량 Q2를 가했더니 피스톤이 천천히 d만큼 이동하여 정지한 모습을 나타낸 것이다."	2
"그림 (가)와 같이 물체 B와 실로 연결된 물체 A가 시간 0 ~ 6t동안 수평 방향의 일정한 힘 F를 받아 직선 운동을 하였다. A, B의 질량은 각각 mA, mB이다. 그림 (나)는 A, B의 속력을 시 간에 따라 나타낸 것으로, 2t일 때 실이 끊어졌다."	1
"그림 (가)와 같이 점전하 A와 B를 ?축상에 고정시키고 점전하 P를 x축상에 놓았다. A, B는 각각 양(+)전하, 음(-)전하이다. 그림 (나)는 (가)에서 A, B가 각각 P에 작용하는 전기력의 크기 FA, FB를 P의 위치에 따라 나타낸 것이다. P의 위치가 x=d2일 때, P에 작용하는 전기력의 방향은 +x방향이다."	4
"그림과 같이 질량이 각각 3m, m인 물체 A, B 가 실로 연결되어 정지해 있다."	1
"그림과 같이 수평면에서 운동량의 크기가 p인 물체 A, C가 정지해 있는 물체 B, D에 각각 충돌한다. A, C는 충돌 전후 각각 동일 직선상에서 운동한다. 충돌 후 운동량의 크기는 A가 C의 3/5배이고, 물체가 받은 충격량의 크기는 B가 D의 3/5배이다"	1
"그림과 같이 관찰자 P가 관측할 때 우주선 A, B는 길이가 같고, 같은 방향으로 속력 vA, vB로 직선 운동한다. B의 관성계에서 A의 길이는 B의 길이보다 크다. A, B의 고유 길이는 각각 LA, LB이다."	3
"그림 (가)는 파동 P, Q가 각각 화살표 방향으로 1 m/s의 속력으로 진행할 때, 어느 순간의 매질의 변위를 위치에 따라 나타낸 것이다. 그림 (나)는 (가)의 순간부터 점 a ~ e 중 하나의 변위를 시간에 따라 나타낸 것이다."	6
"림과 같이 빗면의 점 p에 가만히 놓은 물체 A가 점 q를 vA의 속력으로 지나는 순간 물체 B는 p를 vB의 속력으로 지났으며, A와 B는 점 r에서 만난다. p, q, r는 동일 직선상에 있고, p와 q 사이의 거리는 4d, q와 r 사이의 거리는 5d이다."	1
"그림 (가)와 같이 xy평면에 고정된 무한히 긴 직선 도선 A, B, C에 화살표 방향으로 전류가 흐른다. A와 B 중 하나에는 일정한 전류가, 다른 하나에는 세기를 바꿀 수 있는 전류 I가 흐른다. C에 흐르는 전류의 세기는 I0으로 일정하다. 그림 (나)는 (가)의 점 p에서 A, B, C의 전류에 의한 자기장의 세기를 I에 따라 나타낸 것이다"	5
"그림 (가)와 같이 원래 길이가 8d인 용수철에 물체 A를 연결하고, 물체 B로 A를 6d만큼 밀어 올려 정지시켰다. 용수철을 압축시키는 동안 용수철에 저장된 탄성 퍼텐셜 에너지의 증가량은 A의 중력 퍼텐셜 에너지 증가량의 3배이다. A와 B의 질량은 각각 m이다. 그림 (나)는 (가)에서 B를 가만히 놓았더니 A가 B와 함께 연직선상에서 운동하다가 B와 분리된 후 용수철의 길이가 9d인 지점을 지나는 순간을 나타낸 것이다."	2
"그림 (가)∼(다)는 각각 뜀틀을 넘는 사람, 그네를 타는 아이, 직선 레일에서 속력이 느려지는 기차를 나타낸 것이다"	1
"그림은 주어진 핵반응에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다"	3
그림 (가)∼(다)는 전자기파를 일상생활에서 이용하는 예이다	6
다음은 일상생활에서 소리의 간섭 현상을 이용한 예이다.	6
다음은 물질의 자성에 대한 실험이다.	5
"그림은 보어의 수소 원자 모형에서 양자수 n에 따른 에너지 준위의 일부와 전자의 전이 a∼d를 나타낸 것이다. a∼d에서 흡수 또는 방출되는 빛의 파장은 각각 lambda a, lambda b, lambda c, lambda d이다"	4
"그림과 같이 마찰이 없는 수평면에 자석 A가 고정되어 있고, 용수철에 연결된 자석 B는 정지해 있다"	1
"그림 (가)는 마찰이 없는 수평면에 정지해 있던 물체가 수평면과 나란한 방향의 힘을 받아 0~2초까지 오른쪽으로 직선 운동을 하는 모습을, (나)는 (가)에서 물체에 작용한 힘을 시간에 따라 나타낸 것이다. 물체의 운동량의 크기는 1초일 때가 2초일 때의 2배이다."	1
"그림 (가)는 파동이 매질 A에서 매질 B로 진행하는 모습을, (나)는 (가)의 파동이 매질 Ⅰ에서 매질 Ⅱ로 진행하는 경로를 나타낸 것이다. Ⅰ, Ⅱ는 각각 A, B 중 하나이다"	6
다음은 특수 상대성 이론에 대한 사고 실험의 일부이다	3
"그림과 같이 수평면에서 간격 L을 유지하며 일정한 속력 3v로 운동하던 물체 A, B가 빗면을 따라 운동한다. A가 점 p를 속력 2v로 지나는 순간에 B는 점 q를 속력 v로 지난다"	1
그림과 같이 금속판에 초록색 빛을 비추어 방출된 광전자를 가속하여 이중 슬릿에 입사시켰더니 형광판에 간섭무늬가 나타났다. 금속판에 빨간색 빛을 비추었을 때는 광전자가 방출되지 않았다	7
"그림 (가)는 물체 A, B, C를 실 p, q로 연결하여 C를 손으로 잡아 정지시킨 모습을, (나)는 C를 가만히 놓은 후 시간에 따른 C의 속력을 나타낸 것이다. 1초일 때 p가 끊어졌다. A, B의 질량은 각각 2kg, 1kg이다"	1
"그림은 열효율이 0.2인 열기관에서 일정량의 이상 기체가 상태 A → B → C → A를 따라 순환하는 동안 기체의 압력과 부피를 나타낸 것이다. A → B 과정은 부피가 일정한 과정이고, B → C 과정은 단열 과정이며, C → A 과정은 등온 과정이다. C → A 과정에서 기체가 외부로부터 받은 일은 160J이다."	2
"그림과 같이 단색광 X가 입사각 theta로 매질 Ⅰ에서 매질 Ⅱ로 입사할 때는 굴절하고, X가 입사각 theta로 매질 Ⅲ에서 Ⅱ로 입사할 때는 전반사한다"	6
"그림과 같이 xy평면에 무한히 긴 직선 도선 A, B, C가 고정되어 있다. A, B에는 서로 반대 방향으로 세기 I0인 전류가, C에는 세기 IC인 전류가 각각 일정하게 흐르고 있다. xy평면에서 수직으로 나오는 자기장의 방향을 양(+)으로 할 때, x축상의 점 P, Q에서 세 도선에 흐르는 전류에 의한 자기장의 방향은 각각 양(+), 음(-)이다"	5
